,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,TotalTackles,DribbledPast,TotalAttemptedTackles,Rating
4141,Nabil Fekir,2016/2017,Lyon,Europe-UEFA-Europa-League,UEL,8,488,6,4,10,7.59
4142,Nabil Fekir,2015/2016,Lyon,France-Ligue-1,FL1,9,464,4,3,7,7.04
4143,Nabil Fekir,2014/2015,Lyon,France-Ligue-1,FL1,34,2776,22,24,46,7.57
4144,Nabil Fekir,2013/2014,Lyon,Europe-UEFA-Europa-League,UEL,3,32,-,-,-,6.04
4145,Nabil Fekir,2013/2014,Lyon,France-Ligue-1,FL1,11,544,12,-,12,6.64
4146,Matej Mitrovic,2017/2018,Besiktas,Turkey-Super-Lig,TS,2,109,2,-,2,6.88
4147,Matej Mitrovic,2017/2018,Besiktas,Europe-UEFA-Champions-League,UCL,2,106,2,-,2,6.98
4148,Matej Mitrovic,2016/2017,Besiktas,Turkey-Super-Lig,TS,7,263,5,-,5,6.54
4149,Matej Mitrovic,2016/2017,Besiktas,Europe-UEFA-Europa-League,UEL,4,334,2,3,5,6.71
4150,Matej Mitrovic,2014/2015,Rijeka,Europe-UEFA-Europa-League,UEL,4,360,9,3,12,7.42
4151,Mateo Kovacic,2017/2018,Real Madrid,Spain-La-Liga,SLL,21,989,37,19,56,6.73
4152,Mateo Kovacic,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,7,258,7,4,11,6.47
4153,Mateo Kovacic,2016/2017,Real Madrid,Spain-La-Liga,SLL,27,1689,66,23,89,7.12
4154,Mateo Kovacic,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,5,213,7,3,10,6.97
4155,Mateo Kovacic,2015/2016,Real Madrid,Spain-La-Liga,SLL,25,1030,37,8,45,6.5
4156,Mateo Kovacic,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,8,340,11,-,11,6.87
4157,Mateo Kovacic,2014/2015,Inter,Italy-Serie-A,ISA,35,2463,55,23,78,7.15
4158,Mateo Kovacic,2014/2015,Inter,Europe-UEFA-Europa-League,UEL,6,253,6,1,7,6.39
4159,Mateo Kovacic,2016,Croatia,International-European-Championship,UEC,2,36,-,-,-,6.26
4160,Mateo Kovacic,2013/2014,Inter,Italy-Serie-A,ISA,32,1608,44,12,56,6.95
4161,Mateo Kovacic,2014,Croatia,International-FIFA-World-Cup,WC,3,111,3,3,6,6.19
4162,Mateo Kovacic,2012/2013,Inter,Italy-Serie-A,ISA,13,1026,28,14,42,7.27
4163,Mateo Kovacic,2012/2013,Inter,Europe-UEFA-Europa-League,UEL,4,313,12,4,16,7.39
4164,Mateo Kovacic,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,456,9,3,12,6.59
4165,Mateo Kovacic,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,413,11,7,18,6.39
4166,Ante Rebic,2017/2018,Eintracht Fra..,Germany-Bundesliga,GB,25,1764,37,17,54,6.96
4167,Ante Rebic,2016/2017,Eintracht Fra..,Germany-Bundesliga,GB,24,1407,20,14,34,6.61
4168,Ante Rebic,2015/2016,Fiorentina,Italy-Serie-A,ISA,4,229,10,-,10,6.78
4169,Ante Rebic,2015/2016,Verona,Italy-Serie-A,ISA,10,527,5,10,15,6.24
4170,Ante Rebic,2015/2016,Fiorentina,Europe-UEFA-Europa-League,UEL,2,171,11,2,13,6.79
4171,Ante Rebic,2013/2014,Fiorentina,Italy-Serie-A,ISA,4,91,-,-,-,6.21
4172,Ante Rebic,2014,Croatia,International-FIFA-World-Cup,WC,3,44,2,-,2,6.07
4173,Sverrir Ingi Ingason,2017/2018,FC Rostov,Russia-Premier-League,RPL,28,2479,42,9,51,7.03
4174,Sverrir Ingi Ingason,2016/2017,Granada,Spain-La-Liga,SLL,17,1473,30,6,36,6.67
4175,Sverrir Ingi Ingason,2016,Iceland,International-European-Championship,UEC,2,49,-,-,-,6.59
4176,William Troost-Ekong,2017/2018,Bursaspor,Turkey-Super-Lig,TS,27,2286,25,14,39,6.67
4177,William Troost-Ekong,2016,FK Haugesund,Norway-Eliteserien,NE,24,2160,43,11,54,7.42
4178,William Troost-Ekong,2014/2015,FC Dordrecht,Netherlands-Eredivisie,NE,22,1570,35,10,45,6.72
4179,William Troost-Ekong,2013/2014,FC Groningen,Netherlands-Eredivisie,NE,2,47,-,1,1,6.39
4180,Kenneth Omeruo,2017/2018,Kasimpasa,Turkey-Super-Lig,TS,28,2407,47,21,68,7.02
4181,Kenneth Omeruo,2016/2017,Alanyaspor,Turkey-Super-Lig,TS,26,2240,38,8,46,6.73
4182,Kenneth Omeruo,2015/2016,Kasimpasa,Turkey-Super-Lig,TS,25,2165,44,10,54,7.03
4183,Kenneth Omeruo,2014/2015,Middlesbrough,England-Championship,EC,19,1565,38,4,42,7.03
4184,Kenneth Omeruo,2013/2014,Middlesbrough,England-Championship,EC,14,1217,44,10,54,7.4
4185,Kenneth Omeruo,2014,Nigeria,International-FIFA-World-Cup,WC,4,360,11,1,12,7.44
4186,Kenneth Omeruo,2013,Nigeria,International-Confederations-Cup,ICC,3,178,3,1,4,6.36
4187,Marquinhos,2017,Avai FC,Brazil-Brasileirão,BSA,23,1414,4,5,9,6.6
4188,Marquinhos,2015,Avai FC,Brazil-Brasileirão,BSA,14,1059,10,8,18,6.73
4189,Matthias Ginter,2017/2018,Borussia M.Gl..,Germany-Bundesliga,GB,34,3060,48,10,58,6.92
4190,Matthias Ginter,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,29,2475,38,9,47,6.8
4191,Matthias Ginter,2016/2017,Borussia Dort..,Europe-UEFA-Champions-League,UCL,8,534,11,1,12,6.65
4192,Matthias Ginter,2015/2016,Borussia Dort..,Germany-Bundesliga,GB,24,1890,31,13,44,7.16
4193,Matthias Ginter,2015/2016,Borussia Dort..,Europe-UEFA-Europa-League,UEL,9,538,12,2,14,7.05
4194,Matthias Ginter,2015,Germany U21,International-EURO-U-21,IEU,4,360,10,3,13,7.08
4195,Matthias Ginter,2014/2015,Borussia Dort..,Germany-Bundesliga,GB,14,840,27,9,36,6.76
4196,Matthias Ginter,2014/2015,Borussia Dort..,Europe-UEFA-Champions-League,UCL,5,318,10,7,17,6.9
4197,Matthias Ginter,2013/2014,Freiburg,Europe-UEFA-Europa-League,UEL,5,449,13,9,22,7.01
4198,Matthias Ginter,2013/2014,Freiburg,Germany-Bundesliga,GB,34,3039,53,40,93,6.87
4199,Matthias Ginter,2013,Germany U21,International-EURO-U-21,IEU,3,270,12,2,14,6.93
4200,Matthias Ginter,2012/2013,Freiburg,Germany-Bundesliga,GB,23,1949,40,17,57,6.93
4201,Matthias Ginter,2011/2012,Freiburg,Germany-Bundesliga,GB,13,1015,15,6,21,6.97
4202,Julian Draxler,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,8,316,6,6,12,6.64
4203,Julian Draxler,2017/2018,Paris Saint G..,France-Ligue-1,FL1,30,1706,19,27,46,7.04
4204,Julian Draxler,2016/2017,Wolfsburg,Germany-Bundesliga,GB,13,1055,8,2,10,7.09
4205,Julian Draxler,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,2,161,2,-,2,7.57
4206,Julian Draxler,2016/2017,Paris Saint G..,France-Ligue-1,FL1,17,1016,11,7,18,7.19
4207,Julian Draxler,2015/2016,Wolfsburg,Germany-Bundesliga,GB,21,1522,16,14,30,7.17
4208,Julian Draxler,2015/2016,Schalke 04,Germany-Bundesliga,GB,3,253,2,2,4,7.43
4209,Julian Draxler,2015/2016,Wolfsburg,Europe-UEFA-Champions-League,UCL,9,656,7,4,11,7.25
4210,Julian Draxler,2014/2015,Schalke 04,Germany-Bundesliga,GB,15,774,11,7,18,6.86
4211,Julian Draxler,2014/2015,Schalke 04,Europe-UEFA-Champions-League,UCL,3,258,4,-,4,7.27
4212,Julian Draxler,2016,Germany,International-European-Championship,UEC,5,330,4,2,6,7.22
4213,Julian Draxler,2013/2014,Schalke 04,Europe-UEFA-Champions-League,UCL,8,594,8,7,15,7.21
4214,Julian Draxler,2013/2014,Schalke 04,Germany-Bundesliga,GB,26,2154,45,33,78,7.69
4215,Julian Draxler,2014,Germany,International-FIFA-World-Cup,WC,1,14,-,-,-,6.27
4216,Julian Draxler,2012/2013,Schalke 04,Germany-Bundesliga,GB,30,2150,45,38,83,7.41
4217,Julian Draxler,2012/2013,Schalke 04,Europe-UEFA-Champions-League,UCL,6,409,4,5,9,7.32
4218,Julian Draxler,2011/2012,Schalke 04,Germany-Bundesliga,GB,30,1790,28,37,65,7.14
4219,Julian Draxler,2010/2011,Schalke 04,Germany-Bundesliga,GB,15,514,8,12,20,6.35
4220,Julian Draxler,2010/2011,Schalke 04,Europe-UEFA-Champions-League,UCL,6,147,4,-,4,6.17
4221,Carlos Salcedo,2017/2018,Eintracht Fra..,Germany-Bundesliga,GB,20,1608,26,10,36,6.68
4222,Carlos Salcedo,2016/2017,Fiorentina,Italy-Serie-A,ISA,18,1346,28,9,37,6.65
4223,Carlos Salcedo,2016/2017,Fiorentina,Europe-UEFA-Europa-League,UEL,2,164,3,2,5,7.05
4224,Carlos Salcedo,2015,Mexico,International-Copa-America,ICA,1,19,1,-,1,6.66
4225,Carlos Salcedo,2014,Real Salt Lak..,USA-Major-League-Soccer,UMLS,12,800,12,3,15,6.97
4226,Carlos Salcedo,2013,Real Salt Lak..,USA-Major-League-Soccer,UMLS,13,1070,15,9,24,6.75
4227,Ludwig Augustinsson,2017/2018,Werder Bremen,Germany-Bundesliga,GB,29,2535,45,10,55,6.73
4228,Ludwig Augustinsson,2016/2017,FC Copenhagen,Europe-UEFA-Champions-League,UCL,6,540,12,-,12,7.59
4229,Ludwig Augustinsson,2016/2017,FC Copenhagen,Europe-UEFA-Europa-League,UEL,4,360,3,2,5,6.9
4230,Ludwig Augustinsson,2015,Sweden U21,International-EURO-U-21,IEU,5,450,9,4,13,6.77
4231,Yannick Carrasco,2018,Dalian Yifang,China-Super-league,CSl,11,990,3,9,12,7.16
4232,Yannick Carrasco,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,17,900,17,5,22,6.91
4233,Yannick Carrasco,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,1,31,1,-,1,7.22
4234,Yannick Carrasco,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,5,269,4,4,8,6.4
4235,Yannick Carrasco,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,35,2270,26,17,43,7.01
4236,Yannick Carrasco,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,12,856,12,5,17,7.01
4237,Yannick Carrasco,2015/2016,Atletico Madr..,Spain-La-Liga,SLL,29,1502,23,10,33,6.94
4238,Yannick Carrasco,2015/2016,Atletico Madr..,Europe-UEFA-Champions-League,UCL,9,543,14,4,18,7.19
4239,Yannick Carrasco,2014/2015,Monaco,Europe-UEFA-Champions-League,UCL,10,626,11,3,14,6.98
4240,Yannick Carrasco,2014/2015,Monaco,France-Ligue-1,FL1,36,2813,47,26,73,7.25
4241,Yannick Carrasco,2016,Belgium,International-European-Championship,UEC,5,217,-,1,1,6.41
4242,Yannick Carrasco,2013/2014,Monaco,France-Ligue-1,FL1,18,1167,26,9,35,6.97
4243,Michy Batshuayi,2017/2018,Borussia Dort..,Germany-Bundesliga,GB,10,837,8,2,10,7.01
4244,Michy Batshuayi,2017/2018,Borussia Dort..,Europe-UEFA-Europa-League,UEL,4,331,-,1,1,6.93
4245,Michy Batshuayi,2017/2018,Chelsea,Europe-UEFA-Champions-League,UCL,4,123,-,1,1,6.82
4246,Michy Batshuayi,2017/2018,Chelsea,England-Premier-League,EPL,12,353,5,2,7,6.38
4247,Michy Batshuayi,2016/2017,Chelsea,England-Premier-League,EPL,20,239,2,1,3,6.34
4248,Michy Batshuayi,2015/2016,Marseille,Europe-UEFA-Europa-League,UEL,7,554,2,4,6,7.29
4249,Michy Batshuayi,2015/2016,Marseille,France-Ligue-1,FL1,36,2938,14,20,34,6.94
4250,Michy Batshuayi,2014/2015,Marseille,France-Ligue-1,FL1,25,881,3,5,8,6.47
4251,Michy Batshuayi,2016,Belgium,International-European-Championship,UEC,2,21,-,-,-,6.54
4252,Michy Batshuayi,2013/2014,Standard Lieg..,Europe-UEFA-Europa-League,UEL,5,288,4,1,5,6.57
4253,Jordan Pickford,2017/2018,Everton,Europe-UEFA-Europa-League,UEL,3,270,1,-,1,6.47
4254,Jordan Pickford,2017/2018,Everton,England-Premier-League,EPL,38,3420,-,2,2,6.63
4255,Jordan Pickford,2016/2017,Sunderland,England-Premier-League,EPL,29,2610,-,-,-,7.04
4256,Jordan Pickford,2015/2016,Preston,England-Championship,EC,24,2101,-,1,1,6.95
4257,Jordan Pickford,2015/2016,Sunderland,England-Premier-League,EPL,2,180,-,-,-,7.02
4258,John Stones,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,5,450,3,2,5,7.87
4259,John Stones,2017/2018,Manchester Ci..,England-Premier-League,EPL,18,1306,15,7,22,6.89
4260,John Stones,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,557,4,4,8,6.66
4261,John Stones,2016/2017,Manchester Ci..,England-Premier-League,EPL,27,2013,26,7,33,6.78
4262,John Stones,2015/2016,Everton,England-Premier-League,EPL,33,2780,46,14,60,6.85
4263,John Stones,2015,England U21,International-EURO-U-21,IEU,1,90,3,-,3,6.64
4264,John Stones,2014/2015,Everton,Europe-UEFA-Europa-League,UEL,3,242,3,2,5,5.96
4265,John Stones,2014/2015,Everton,England-Premier-League,EPL,23,2044,32,5,37,7.17
4266,John Stones,2013/2014,Everton,England-Premier-League,EPL,21,1368,26,8,34,6.84
4267,Harry Kane,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,7,597,2,4,6,8.34
4268,Harry Kane,2017/2018,Tottenham,England-Premier-League,EPL,37,3083,17,11,28,7.6
4269,Harry Kane,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,3,263,2,-,2,7.34
4270,Harry Kane,2016/2017,Tottenham,England-Premier-League,EPL,30,2536,22,9,31,7.68
4271,Harry Kane,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,180,1,2,3,6.59
4272,Harry Kane,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,7,359,4,4,8,6.79
4273,Harry Kane,2015/2016,Tottenham,England-Premier-League,EPL,38,3370,29,12,41,7.53
4274,Harry Kane,2015,England U21,International-EURO-U-21,IEU,3,270,3,-,3,6.97
4275,Harry Kane,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,7,423,3,2,5,7.14
4276,Harry Kane,2014/2015,Tottenham,England-Premier-League,EPL,34,2582,35,18,53,7.28
4277,Harry Kane,2016,England,International-European-Championship,UEC,4,240,2,-,2,6.89
4278,Harry Kane,2013/2014,Tottenham,Europe-UEFA-Europa-League,UEL,5,122,1,-,1,6.35
4279,Harry Kane,2013/2014,Tottenham,England-Premier-League,EPL,10,500,5,4,9,6.87
4280,Harry Kane,2012/2013,Tottenham,England-Premier-League,EPL,1,4,1,-,1,6.13
4281,Harry Kane,2012/2013,Norwich,England-Premier-League,EPL,3,135,2,-,2,6.43
4282,Eric Dier,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,7,614,14,5,19,6.86
4283,Eric Dier,2017/2018,Tottenham,England-Premier-League,EPL,34,2827,61,25,86,6.96
4284,Eric Dier,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,5,441,3,3,6,6.63
4285,Eric Dier,2016/2017,Tottenham,England-Premier-League,EPL,36,3045,48,19,67,6.93
4286,Eric Dier,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,179,3,1,4,6.41
4287,Eric Dier,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,9,669,20,9,29,6.88
4288,Eric Dier,2015/2016,Tottenham,England-Premier-League,EPL,37,3268,79,33,112,7.06
4289,Eric Dier,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,3,270,5,-,5,7.27
4290,Eric Dier,2014/2015,Tottenham,England-Premier-League,EPL,28,2291,49,17,66,6.93
4291,Eric Dier,2016,England,International-European-Championship,UEC,4,316,5,1,6,7.07
4292,Arkadiusz Milik,2017/2018,Napoli,Italy-Serie-A,ISA,15,440,2,1,3,6.52
4293,Arkadiusz Milik,2017/2018,Napoli,Europe-UEFA-Champions-League,UCL,1,90,-,-,-,6.37
4294,Arkadiusz Milik,2016/2017,Napoli,Italy-Serie-A,ISA,17,547,3,1,4,6.49
4295,Arkadiusz Milik,2016/2017,Napoli,Europe-UEFA-Champions-League,UCL,4,199,1,3,4,6.95
4296,Arkadiusz Milik,2015/2016,Ajax,Europe-UEFA-Europa-League,UEL,5,379,3,3,6,6.73
4297,Arkadiusz Milik,2015/2016,Ajax,Netherlands-Eredivisie,NE,31,2474,10,17,27,7.3
4298,Arkadiusz Milik,2014/2015,Ajax,Europe-UEFA-Champions-League,UCL,5,256,4,1,5,6.73
4299,Arkadiusz Milik,2014/2015,Ajax,Europe-UEFA-Europa-League,UEL,4,347,1,1,2,7.33
4300,Arkadiusz Milik,2014/2015,Ajax,Netherlands-Eredivisie,NE,21,1266,14,8,22,7.14
4301,Arkadiusz Milik,2016,Poland,International-European-Championship,UEC,5,450,3,-,3,6.95
4302,Arkadiusz Milik,2013/2014,Augsburg,Germany-Bundesliga,GB,18,638,11,9,20,6.42
4303,Arkadiusz Milik,2012/2013,Bayer Leverku..,Germany-Bundesliga,GB,6,65,-,-,-,6.16
4304,Arkadiusz Milik,2012/2013,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,2,36,-,-,-,6.34
4305,Samuel Umtiti,2017/2018,Barcelona,Spain-La-Liga,SLL,25,2189,50,9,59,7.03
4306,Samuel Umtiti,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,9,810,12,2,14,7.01
4307,Samuel Umtiti,2016/2017,Barcelona,Spain-La-Liga,SLL,25,2133,28,5,33,6.98
4308,Samuel Umtiti,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,8,720,11,1,12,6.95
4309,Samuel Umtiti,2015/2016,Lyon,Europe-UEFA-Champions-League,UCL,4,360,9,3,12,7.07
4310,Samuel Umtiti,2015/2016,Lyon,France-Ligue-1,FL1,30,2658,42,10,52,7.27
4311,Samuel Umtiti,2014/2015,Lyon,France-Ligue-1,FL1,35,3089,55,16,71,7.15
4312,Samuel Umtiti,2016,France,International-European-Championship,UEC,3,270,2,-,2,6.86
4313,Samuel Umtiti,2013/2014,Lyon,Europe-UEFA-Europa-League,UEL,7,566,5,3,8,6.99
4314,Samuel Umtiti,2013/2014,Lyon,France-Ligue-1,FL1,28,2344,41,12,53,6.88
4315,Samuel Umtiti,2012/2013,Lyon,Europe-UEFA-Europa-League,UEL,6,497,8,1,9,6.61
4316,Samuel Umtiti,2012/2013,Lyon,France-Ligue-1,FL1,26,2259,51,12,63,7.1
4317,Samuel Umtiti,2011/2012,Lyon,France-Ligue-1,FL1,12,1002,17,6,23,6.64
4318,Ederson,2018,Atletico PR,Brazil-Brasileirão,BSA,3,86,1,-,1,6.45
4319,Ederson,2017,Atletico PR,Brazil-Brasileirão,BSA,18,809,3,7,10,6.31
4320,Ederson,2014,Atletico PR,Brazil-Brasileirão,BSA,12,870,10,1,11,6.5
4321,Ederson,2013,Atletico PR,Brazil-Brasileirão,BSA,36,2488,22,6,28,7.1
4322,Miguel Camargo,2017,New York City..,,UMLS,8,176,5,5,10,6.32
4323,Paulo Dybala,2017/2018,Juventus,Italy-Serie-A,ISA,33,2358,19,28,47,7.77
4324,Paulo Dybala,2017/2018,Juventus,Europe-UEFA-Champions-League,UCL,8,661,4,8,12,6.86
4325,Paulo Dybala,2016/2017,Juventus,Italy-Serie-A,ISA,31,2154,17,19,36,7.46
4326,Paulo Dybala,2016/2017,Juventus,Europe-UEFA-Champions-League,UCL,11,797,10,10,20,7.34
4327,Paulo Dybala,2015/2016,Juventus,Italy-Serie-A,ISA,34,2465,15,34,49,7.71
4328,Paulo Dybala,2015/2016,Juventus,Europe-UEFA-Champions-League,UCL,7,420,4,3,7,6.72
4329,Paulo Dybala,2014/2015,Palermo,Italy-Serie-A,ISA,34,2965,24,16,40,7.37
4330,Paulo Dybala,2012/2013,Palermo,Italy-Serie-A,ISA,27,1250,14,11,25,6.39
4331,Alfred Gomis,2017/2018,SPAL 2013,,ISA,26,2260,-,1,1,6.69
4332,Trézéguet,2017/2018,Kasimpasa,Turkey-Super-Lig,TS,31,2652,49,50,99,7.53
4333,Trézéguet,2015/2016,Anderlecht,Europe-UEFA-Europa-League,UEL,1,19,-,1,1,5.83
4334,Fahad Al-Muwallad,2017/2018,Levante,,SLL,2,26,-,1,1,5.99
4335,José Giménez,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,23,1684,38,12,50,6.95
4336,José Giménez,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,7,630,9,3,12,7.34
4337,José Giménez,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,272,9,7,16,7.1
4338,José Giménez,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,17,1013,40,15,55,7.17
4339,José Giménez,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,6,507,20,9,29,7.79
4340,José Giménez,2015/2016,Atletico Madr..,Spain-La-Liga,SLL,27,2430,56,19,75,7.22
4341,José Giménez,2015/2016,Atletico Madr..,Europe-UEFA-Champions-League,UCL,8,631,18,4,22,7.07
4342,José Giménez,2015,Uruguay,International-Copa-America,ICA,4,360,11,-,11,7.51
4343,José Giménez,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,20,1752,42,12,54,7.52
4344,José Giménez,2014/2015,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,274,6,1,7,7.33
4345,José Giménez,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,1,90,1,2,3,6.67
4346,José Giménez,2014,Uruguay,International-FIFA-World-Cup,WC,3,270,6,1,7,6.87
4347,Bruno Fernandes,2017/2018,Sporting CP,Portugal-Liga-NOS,PLN,33,2806,62,36,98,7.55
4348,Bruno Fernandes,2017/2018,Sporting CP,Europe-UEFA-Europa-League,UEL,6,537,12,8,20,7.75
4349,Bruno Fernandes,2017/2018,Sporting CP,Europe-UEFA-Champions-League,UCL,6,537,15,11,26,7.07
4350,Bruno Fernandes,2016/2017,Sampdoria,Italy-Serie-A,ISA,34,1725,23,29,52,6.61
4351,Bruno Fernandes,2015/2016,Udinese,Italy-Serie-A,ISA,31,2115,46,28,74,6.9
4352,Bruno Fernandes,2014/2015,Udinese,Italy-Serie-A,ISA,31,1605,22,21,43,6.43
4353,Bruno Fernandes,2013/2014,Udinese,Italy-Serie-A,ISA,24,1557,51,15,66,7.12
4354,Gelson Martins,2017/2018,Sporting CP,Portugal-Liga-NOS,PLN,31,2688,44,27,71,7.4
4355,Gelson Martins,2017/2018,Sporting CP,Europe-UEFA-Europa-League,UEL,5,445,2,4,6,7.07
4356,Gelson Martins,2017/2018,Sporting CP,Europe-UEFA-Champions-League,UCL,6,463,8,4,12,6.77
4357,Gelson Martins,2016/2017,Sporting CP,Portugal-Liga-NOS,PLN,32,2771,59,13,72,7.31
4358,Gelson Martins,2016/2017,Sporting CP,Europe-UEFA-Champions-League,UCL,6,506,7,3,10,7.0
4359,Gelson Martins,2015/2016,Sporting CP,Europe-UEFA-Europa-League,UEL,6,273,4,1,5,6.67
4360,Kepa Arrizabalaga,2017/2018,Athletic Bilb..,Spain-La-Liga,SLL,30,2700,-,2,2,6.79
4361,Kepa Arrizabalaga,2016/2017,Athletic Bilb..,Spain-La-Liga,SLL,23,2016,-,1,1,6.56
4362,Pione Sisto,2017/2018,Celta Vigo,Spain-La-Liga,SLL,34,2535,18,24,42,6.96
4363,Pione Sisto,2016/2017,Celta Vigo,Spain-La-Liga,SLL,30,1666,22,7,29,6.67
4364,Pione Sisto,2016/2017,Celta Vigo,Europe-UEFA-Europa-League,UEL,13,948,13,8,21,6.84
4365,Pione Sisto,2015/2016,FC Midtjyllan..,Europe-UEFA-Europa-League,UEL,7,480,6,8,14,7.18
4366,Pione Sisto,2015,Denmark U21,International-EURO-U-21,IEU,3,130,6,4,10,6.74
4367,Yussuf Poulsen,2017/2018,RasenBallspor..,Germany-Bundesliga,GB,30,1662,23,5,28,6.68
4368,Yussuf Poulsen,2017/2018,RasenBallspor..,Europe-UEFA-Europa-League,UEL,5,215,1,4,5,6.59
4369,Yussuf Poulsen,2017/2018,RasenBallspor..,Europe-UEFA-Champions-League,UCL,4,200,2,1,3,6.55
4370,Yussuf Poulsen,2016/2017,RasenBallspor..,Germany-Bundesliga,GB,29,2068,23,10,33,7.01
4371,Yussuf Poulsen,2015/2016,RasenBallspor..,Germany-Bundesliga-II,GB2,32,1991,18,22,40,6.93
4372,Yussuf Poulsen,2015,Denmark U21,International-EURO-U-21,IEU,4,331,6,3,9,6.55
4373,Benjamin Mendy,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,1,90,-,2,2,6.84
4374,Benjamin Mendy,2017/2018,Manchester Ci..,England-Premier-League,EPL,7,362,5,2,7,6.87
4375,Benjamin Mendy,2016/2017,Monaco,Europe-UEFA-Champions-League,UCL,7,525,18,3,21,7.52
4376,Benjamin Mendy,2016/2017,Monaco,France-Ligue-1,FL1,25,2060,48,22,70,7.25
4377,Benjamin Mendy,2015/2016,Marseille,Europe-UEFA-Europa-League,UEL,7,606,12,2,14,7.42
4378,Benjamin Mendy,2015/2016,Marseille,France-Ligue-1,FL1,24,1953,45,28,73,7.14
4379,Benjamin Mendy,2014/2015,Marseille,France-Ligue-1,FL1,33,2921,79,27,106,7.2
4380,Benjamin Mendy,2013/2014,Marseille,Europe-UEFA-Champions-League,UCL,2,180,6,2,8,6.77
4381,Benjamin Mendy,2013/2014,Marseille,France-Ligue-1,FL1,24,1730,39,18,57,6.97
4382,Corentin Tolisso,2017/2018,Bayern Munich,Germany-Bundesliga,GB,26,1529,33,18,51,6.99
4383,Corentin Tolisso,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,8,497,9,6,15,7.09
4384,Corentin Tolisso,2016/2017,Lyon,Europe-UEFA-Champions-League,UCL,6,450,9,6,15,7.22
4385,Corentin Tolisso,2016/2017,Lyon,France-Ligue-1,FL1,31,2577,54,51,105,7.25
4386,Corentin Tolisso,2016/2017,Lyon,Europe-UEFA-Europa-League,UEL,8,639,15,10,25,7.15
4387,Corentin Tolisso,2015/2016,Lyon,Europe-UEFA-Champions-League,UCL,6,540,12,7,19,6.85
4388,Corentin Tolisso,2015/2016,Lyon,France-Ligue-1,FL1,33,2581,88,37,125,7.27
4389,Corentin Tolisso,2014/2015,Lyon,France-Ligue-1,FL1,38,3317,75,36,111,7.07
4390,Corentin Tolisso,2013/2014,Lyon,Europe-UEFA-Europa-League,UEL,9,507,7,11,18,6.37
4391,Corentin Tolisso,2013/2014,Lyon,France-Ligue-1,FL1,14,787,27,8,35,6.67
4392,Andy Polo,2018,Portland Timb..,,UMLS,7,508,8,6,14,6.55
4393,Dominik Livakovic,2016/2017,Dinamo Zagreb,,UCL,4,360,-,-,-,7.23
4394,Joshua Kimmich,2017/2018,Bayern Munich,Germany-Bundesliga,GB,29,2334,32,18,50,7.23
4395,Joshua Kimmich,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,11,897,12,9,21,7.33
4396,Joshua Kimmich,2016/2017,Bayern Munich,Germany-Bundesliga,GB,27,1542,38,10,48,6.99
4397,Joshua Kimmich,2016/2017,Bayern Munich,Europe-UEFA-Champions-League,UCL,8,289,5,5,10,6.82
