,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Unsuccessful,Successful,Total_Dribbles,Rating
219,Toni Kroos,2016/2017,Real Madrid,Spain-La-Liga,SLL,29,2501,7,28,35,7.67
220,Toni Kroos,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1003,1,5,6,7.21
221,Toni Kroos,2015/2016,Real Madrid,Spain-La-Liga,SLL,32,2745,8,25,33,7.33
222,Toni Kroos,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,12,995,1,8,9,7.36
223,Toni Kroos,2014/2015,Real Madrid,Spain-La-Liga,SLL,36,3064,4,20,24,7.42
224,Toni Kroos,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,12,969,3,5,8,7.33
225,Toni Kroos,2016,Germany,International-European-Championship,UEC,6,540,2,15,17,7.75
226,Toni Kroos,2013/2014,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,986,-,7,7,7.45
227,Toni Kroos,2013/2014,Bayern Munich,Germany-Bundesliga,GB,29,2072,6,39,45,7.34
228,Toni Kroos,2014,Germany,International-FIFA-World-Cup,WC,7,630,4,4,8,7.65
229,Toni Kroos,2012/2013,Bayern Munich,Germany-Bundesliga,GB,24,1926,19,24,43,7.69
230,Toni Kroos,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,591,4,6,10,7.37
231,Toni Kroos,2012,Germany,International-European-Championship,UEC,4,108,1,-,1,6.35
232,Toni Kroos,2011/2012,Bayern Munich,Germany-Bundesliga,GB,31,2357,21,44,65,7.52
233,Toni Kroos,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,1013,1,15,16,7.88
234,Toni Kroos,2010/2011,Bayern Munich,Germany-Bundesliga,GB,27,1740,14,17,31,6.82
235,Toni Kroos,2010/2011,Bayern Munich,Europe-UEFA-Champions-League,UCL,7,485,3,5,8,7.21
236,Toni Kroos,2009/2010,Bayer Leverku..,Germany-Bundesliga,GB,33,2360,21,41,62,7.59
237,César Azpilicueta,2017/2018,Chelsea,Europe-UEFA-Champions-League,UCL,8,705,1,1,2,6.75
238,César Azpilicueta,2017/2018,Chelsea,England-Premier-League,EPL,37,3330,3,6,9,7.18
239,César Azpilicueta,2016/2017,Chelsea,England-Premier-League,EPL,38,3420,3,12,15,7.21
240,César Azpilicueta,2015/2016,Chelsea,Europe-UEFA-Champions-League,UCL,8,720,3,3,6,7.4
241,César Azpilicueta,2015/2016,Chelsea,England-Premier-League,EPL,37,3202,14,6,20,7.03
242,César Azpilicueta,2014/2015,Chelsea,Europe-UEFA-Champions-League,UCL,4,360,1,4,5,7.37
243,César Azpilicueta,2014/2015,Chelsea,England-Premier-League,EPL,29,2484,9,8,17,7.24
244,César Azpilicueta,2016,Spain,International-European-Championship,UEC,1,9,1,-,1,6.3
245,César Azpilicueta,2013/2014,Chelsea,Europe-UEFA-Champions-League,UCL,10,821,2,4,6,7.37
246,César Azpilicueta,2013/2014,Chelsea,England-Premier-League,EPL,29,2325,12,7,19,7.26
247,César Azpilicueta,2014,Spain,International-FIFA-World-Cup,WC,2,180,-,3,3,6.44
248,César Azpilicueta,2013,Spain,International-Confederations-Cup,ICC,2,135,1,-,1,7.82
249,César Azpilicueta,2012/2013,Chelsea,Europe-UEFA-Europa-League,UEL,8,720,5,2,7,6.82
250,César Azpilicueta,2012/2013,Chelsea,Europe-UEFA-Champions-League,UCL,1,61,-,-,-,6.46
251,César Azpilicueta,2012/2013,Chelsea,England-Premier-League,EPL,27,2196,18,7,25,6.99
252,César Azpilicueta,2012/2013,Marseille,France-Ligue-1,FL1,2,180,1,2,3,7.29
253,César Azpilicueta,2011/2012,Marseille,Europe-UEFA-Champions-League,UCL,8,710,3,5,8,7.37
254,César Azpilicueta,2011/2012,Marseille,France-Ligue-1,FL1,30,2522,16,10,26,7.05
255,César Azpilicueta,2010/2011,Marseille,Europe-UEFA-Champions-League,UCL,4,360,-,3,3,7.77
256,César Azpilicueta,2010/2011,Marseille,France-Ligue-1,FL1,15,1015,5,3,8,7.11
257,César Azpilicueta,2009/2010,Osasuna,Spain-La-Liga,SLL,33,2970,13,12,25,7.04
258,Kyle Walker,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,630,4,16,20,7.1
259,Kyle Walker,2017/2018,Manchester Ci..,England-Premier-League,EPL,32,2787,12,26,38,7.05
260,Kyle Walker,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,3,270,1,9,10,7.29
261,Kyle Walker,2016/2017,Tottenham,England-Premier-League,EPL,33,2704,30,35,65,7.2
262,Kyle Walker,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,180,4,3,7,6.89
263,Kyle Walker,2015/2016,Tottenham,England-Premier-League,EPL,33,2943,27,17,44,7.19
264,Kyle Walker,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,3,182,1,4,5,6.63
265,Kyle Walker,2014/2015,Tottenham,England-Premier-League,EPL,15,1307,8,14,22,6.97
266,Kyle Walker,2016,England,International-European-Championship,UEC,3,270,4,10,14,6.99
267,Kyle Walker,2013/2014,Tottenham,Europe-UEFA-Europa-League,UEL,3,256,3,3,6,7.14
268,Kyle Walker,2013/2014,Tottenham,England-Premier-League,EPL,26,2298,12,22,34,7.06
269,Kyle Walker,2012/2013,Tottenham,Europe-UEFA-Europa-League,UEL,11,990,12,9,21,7.25
270,Kyle Walker,2012/2013,Tottenham,England-Premier-League,EPL,36,3161,32,25,57,7.16
271,Kyle Walker,2011/2012,Tottenham,England-Premier-League,EPL,37,3231,29,30,59,7.13
272,Kyle Walker,2010/2011,Aston Villa,England-Premier-League,EPL,15,1338,21,25,46,7.27
273,Kyle Walker,2010/2011,Tottenham,England-Premier-League,EPL,1,3,-,-,-,6.0
274,Kyle Walker,2009/2010,Tottenham,England-Premier-League,EPL,2,180,4,3,7,6.92
275,Odion Ighalo,2018,Changchun Yat..,China-Super-league,CSl,11,990,5,17,22,7.12
276,Odion Ighalo,2017,Changchun Yat..,China-Super-league,CSl,27,2413,24,47,71,7.24
277,Odion Ighalo,2016/2017,Watford,England-Premier-League,EPL,18,1292,15,14,29,6.35
278,Odion Ighalo,2015/2016,Watford,England-Premier-League,EPL,37,3153,49,49,98,6.95
279,Odion Ighalo,2014/2015,Watford,England-Championship,EC,34,1928,19,27,46,7.06
280,Odion Ighalo,2013/2014,Granada,Spain-La-Liga,SLL,16,347,13,8,21,6.2
281,Odion Ighalo,2012/2013,Granada,Spain-La-Liga,SLL,28,1778,36,29,65,6.62
282,Odion Ighalo,2011/2012,Granada,Spain-La-Liga,SLL,30,1646,29,14,43,6.41
283,Odion Ighalo,2010/2011,Cesena,Italy-Serie-A,ISA,3,26,-,1,1,6.23
284,Marco Fabián,2017/2018,Eintracht Fra..,Germany-Bundesliga,GB,7,420,7,6,13,6.52
285,Marco Fabián,2016/2017,Eintracht Fra..,Germany-Bundesliga,GB,24,2058,33,23,56,7.18
286,Marco Fabián,2015/2016,Eintracht Fra..,Germany-Bundesliga,GB,11,802,10,15,25,6.71
287,Marco Fabián,2015,Mexico,International-Copa-America,ICA,1,38,-,-,-,6.55
288,Marco Fabián,2014,Mexico,International-FIFA-World-Cup,WC,3,41,-,1,1,6.22
289,Héctor Herrera,2017/2018,FC Porto,Portugal-Liga-NOS,PLN,29,2335,11,31,42,7.5
290,Héctor Herrera,2017/2018,FC Porto,Europe-UEFA-Champions-League,UCL,6,531,1,4,5,7.09
291,Héctor Herrera,2016/2017,FC Porto,Portugal-Liga-NOS,PLN,23,1282,10,19,29,6.97
292,Héctor Herrera,2016/2017,FC Porto,Europe-UEFA-Champions-League,UCL,6,322,1,4,5,6.44
293,Héctor Herrera,2015/2016,FC Porto,Europe-UEFA-Europa-League,UEL,2,109,2,1,3,6.19
294,Héctor Herrera,2015/2016,FC Porto,Europe-UEFA-Champions-League,UCL,4,170,2,2,4,6.18
295,Héctor Herrera,2014/2015,FC Porto,Europe-UEFA-Champions-League,UCL,9,789,9,13,22,7.34
296,Héctor Herrera,2013/2014,FC Porto,Europe-UEFA-Champions-League,UCL,3,29,1,1,2,5.92
297,Héctor Herrera,2013/2014,FC Porto,Europe-UEFA-Europa-League,UEL,5,257,-,3,3,6.41
298,Héctor Herrera,2014,Mexico,International-FIFA-World-Cup,WC,4,346,2,8,10,7.24
299,Héctor Herrera,2013,Mexico,International-Confederations-Cup,ICC,1,32,-,-,-,5.81
300,Jonathan dos Santos,2018,LA Galaxy,USA-Major-League-Soccer,UMLS,8,622,4,15,19,6.88
301,Jonathan dos Santos,2017,LA Galaxy,USA-Major-League-Soccer,UMLS,12,1005,6,11,17,6.43
302,Jonathan dos Santos,2016/2017,Villarreal,Spain-La-Liga,SLL,34,2207,13,27,40,6.77
303,Jonathan dos Santos,2016/2017,Villarreal,Europe-UEFA-Europa-League,UEL,8,594,3,7,10,6.83
304,Jonathan dos Santos,2015/2016,Villarreal,Spain-La-Liga,SLL,26,1762,18,12,30,6.82
305,Jonathan dos Santos,2015/2016,Villarreal,Europe-UEFA-Europa-League,UEL,10,601,5,5,10,6.83
306,Jonathan dos Santos,2014/2015,Villarreal,Spain-La-Liga,SLL,28,1632,8,12,20,6.75
307,Jonathan dos Santos,2014/2015,Villarreal,Europe-UEFA-Europa-League,UEL,9,630,2,4,6,6.99
308,Jonathan dos Santos,2013/2014,Barcelona,Spain-La-Liga,SLL,3,17,-,-,-,6.09
309,Jonathan dos Santos,2012/2013,Barcelona,Spain-La-Liga,SLL,3,59,-,2,2,6.37
310,Jonathan dos Santos,2011/2012,Barcelona,Spain-La-Liga,SLL,3,119,-,-,-,6.71
311,Jonathan dos Santos,2011/2012,Barcelona,Europe-UEFA-Champions-League,UCL,2,59,-,-,-,6.47
312,Jonathan dos Santos,2010/2011,Barcelona,Spain-La-Liga,SLL,2,87,1,-,1,6.54
313,Jonathan dos Santos,2010/2011,Barcelona,Europe-UEFA-Champions-League,UCL,1,64,2,-,2,6.48
314,Jonathan dos Santos,2009/2010,Barcelona,Spain-La-Liga,SLL,3,86,2,-,2,6.14
315,Jonathan dos Santos,2009/2010,Barcelona,Europe-UEFA-Champions-League,UCL,1,1,-,-,-,6.0
316,Javier Aquino,2015,Mexico,International-Copa-America,ICA,3,97,2,-,2,6.38
317,Javier Aquino,2014/2015,Rayo Vallecan..,Spain-La-Liga,SLL,24,1273,35,30,65,6.54
318,Javier Aquino,2013/2014,Villarreal,Spain-La-Liga,SLL,27,1695,33,31,64,6.93
319,Javier Aquino,2014,Mexico,International-FIFA-World-Cup,WC,1,29,-,2,2,6.49
320,Javier Aquino,2013,Mexico,International-Confederations-Cup,ICC,2,55,2,1,3,6.21
321,Wojciech Szczęsny,2017/2018,Juventus,Italy-Serie-A,ISA,17,1530,-,1,1,6.78
322,Wojciech Szczęsny,2017/2018,Juventus,Europe-UEFA-Champions-League,UCL,2,91,-,-,-,6.66
323,Wojciech Szczęsny,2016/2017,Roma,Italy-Serie-A,ISA,38,3420,-,2,2,6.99
324,Wojciech Szczęsny,2015/2016,Roma,Italy-Serie-A,ISA,34,3060,-,3,3,6.87
325,Wojciech Szczęsny,2015/2016,Roma,Europe-UEFA-Champions-League,UCL,8,680,-,-,-,6.63
326,Wojciech Szczęsny,2014/2015,Arsenal,Europe-UEFA-Champions-League,UCL,4,330,1,-,1,6.56
327,Wojciech Szczęsny,2014/2015,Arsenal,England-Premier-League,EPL,17,1499,-,-,-,6.46
328,Wojciech Szczęsny,2016,Poland,International-European-Championship,UEC,1,90,-,-,-,6.8
329,Wojciech Szczęsny,2013/2014,Arsenal,Europe-UEFA-Champions-League,UCL,7,577,-,-,-,6.65
330,Wojciech Szczęsny,2013/2014,Arsenal,England-Premier-League,EPL,37,3330,1,3,4,7.04
331,Wojciech Szczęsny,2012/2013,Arsenal,Europe-UEFA-Champions-League,UCL,3,270,-,-,-,6.53
332,Wojciech Szczęsny,2012/2013,Arsenal,England-Premier-League,EPL,25,2250,-,-,-,6.83
333,Wojciech Szczęsny,2012,Poland,International-European-Championship,UEC,1,68,-,-,-,3.62
334,Wojciech Szczęsny,2011/2012,Arsenal,Europe-UEFA-Champions-League,UCL,7,630,-,-,-,6.72
335,Wojciech Szczęsny,2011/2012,Arsenal,England-Premier-League,EPL,38,3420,-,3,3,6.6
336,Wojciech Szczęsny,2010/2011,Arsenal,Europe-UEFA-Champions-League,UCL,2,112,-,-,-,6.76
337,Wojciech Szczęsny,2010/2011,Arsenal,England-Premier-League,EPL,15,1350,-,1,1,6.8
338,Joel Obi,2017/2018,Torino,Italy-Serie-A,ISA,22,1201,5,14,19,6.89
339,Joel Obi,2016/2017,Torino,Italy-Serie-A,ISA,20,773,3,10,13,6.5
340,Joel Obi,2015/2016,Torino,Italy-Serie-A,ISA,10,492,5,7,12,6.66
341,Joel Obi,2014/2015,Inter,Italy-Serie-A,ISA,11,490,7,4,11,6.48
342,Joel Obi,2014/2015,Inter,Europe-UEFA-Europa-League,UEL,4,161,2,2,4,6.74
343,Joel Obi,2013/2014,Parma,Italy-Serie-A,ISA,8,172,4,1,5,6.17
344,Joel Obi,2012/2013,Inter,Italy-Serie-A,ISA,2,95,4,3,7,7.02
345,Joel Obi,2012/2013,Inter,Europe-UEFA-Europa-League,UEL,1,64,-,-,-,7.11
346,Joel Obi,2011/2012,Inter,Italy-Serie-A,ISA,27,1199,21,25,46,6.49
347,Joel Obi,2011/2012,Inter,Europe-UEFA-Champions-League,UCL,7,303,7,2,9,6.39
348,Joel Obi,2010/2011,Inter,Italy-Serie-A,ISA,10,248,4,6,10,6.34
349,Joel Obi,2010/2011,Inter,Europe-UEFA-Champions-League,UCL,1,10,-,-,-,6.26
350,David de Gea,2017/2018,Manchester Un..,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,7.27
351,David de Gea,2017/2018,Manchester Un..,England-Premier-League,EPL,37,3330,-,1,1,6.83
352,David de Gea,2016/2017,Manchester Un..,England-Premier-League,EPL,35,3150,-,-,-,6.57
353,David de Gea,2016/2017,Manchester Un..,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,6.28
354,David de Gea,2015/2016,Manchester Un..,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,7.18
355,David de Gea,2015/2016,Manchester Un..,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,6.72
356,David de Gea,2015/2016,Manchester Un..,England-Premier-League,EPL,34,3060,-,-,-,6.66
357,David de Gea,2014/2015,Manchester Un..,England-Premier-League,EPL,37,3314,-,-,-,6.68
358,David de Gea,2016,Spain,International-European-Championship,UEC,4,360,-,-,-,6.39
359,David de Gea,2013/2014,Manchester Un..,Europe-UEFA-Champions-League,UCL,10,900,-,-,-,6.65
360,David de Gea,2013/2014,Manchester Un..,England-Premier-League,EPL,37,3330,-,-,-,6.6
361,David de Gea,2013,Spain U21,International-EURO-U-21,IEU,5,450,-,-,-,6.75
362,David de Gea,2012/2013,Manchester Un..,Europe-UEFA-Champions-League,UCL,7,630,-,1,1,6.85
363,David de Gea,2012/2013,Manchester Un..,England-Premier-League,EPL,28,2520,-,1,1,6.86
364,David de Gea,2011/2012,Manchester Un..,Europe-UEFA-Champions-League,UCL,4,360,-,-,-,6.06
365,David de Gea,2011/2012,Manchester Un..,England-Premier-League,EPL,29,2610,-,-,-,6.98
366,David de Gea,2010/2011,Atletico Madr..,Spain-La-Liga,SLL,38,3420,-,-,-,6.93
367,David de Gea,2009/2010,Atletico Madr..,Spain-La-Liga,SLL,19,1710,-,-,-,6.75
368,David de Gea,2009/2010,Atletico Madr..,Europe-UEFA-Champions-League,UCL,1,64,-,-,-,7.23
369,Kevin Trapp,2017/2018,Paris Saint G..,France-Ligue-1,FL1,4,360,-,-,-,6.86
370,Kevin Trapp,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,2,180,-,-,-,6.5
371,Kevin Trapp,2016/2017,Paris Saint G..,France-Ligue-1,FL1,24,2124,-,-,-,7.02
372,Kevin Trapp,2015/2016,Paris Saint G..,Europe-UEFA-Champions-League,UCL,10,900,-,-,-,6.94
373,Kevin Trapp,2015/2016,Paris Saint G..,France-Ligue-1,FL1,35,3106,-,-,-,6.78
374,Kevin Trapp,2014/2015,Eintracht Fra..,Germany-Bundesliga,GB,22,1980,-,-,-,6.77
375,Kevin Trapp,2013/2014,Eintracht Fra..,Europe-UEFA-Europa-League,UEL,7,630,-,-,-,7.12
376,Kevin Trapp,2013/2014,Eintracht Fra..,Germany-Bundesliga,GB,34,3047,-,1,1,6.8
377,Kevin Trapp,2012/2013,Eintracht Fra..,Germany-Bundesliga,GB,26,2340,-,-,-,6.83
378,Kevin Trapp,2011/2012,Kaiserslauter..,Germany-Bundesliga,GB,23,2070,-,1,1,6.71
379,Kevin Trapp,2010/2011,Kaiserslauter..,Germany-Bundesliga,GB,9,810,-,-,-,7.07
380,Łukasz Skorupski,2017/2018,Roma,Italy-Serie-A,ISA,1,90,-,-,-,7.63
381,Łukasz Skorupski,2016/2017,Empoli,Italy-Serie-A,ISA,35,3150,-,-,-,7.0
382,Łukasz Skorupski,2015/2016,Empoli,Italy-Serie-A,ISA,31,2790,-,-,-,6.76
383,Łukasz Skorupski,2014/2015,Roma,Italy-Serie-A,ISA,3,270,-,-,-,6.37
384,Łukasz Skorupski,2014/2015,Roma,Europe-UEFA-Champions-League,UCL,2,180,-,-,-,6.19
385,Łukasz Skorupski,2014/2015,Roma,Europe-UEFA-Europa-League,UEL,4,360,-,-,-,6.36
386,Łukasz Skorupski,2013/2014,Roma,Italy-Serie-A,ISA,2,180,-,-,-,6.99
387,Łukasz Teodorczyk,2017/2018,Anderlecht,Europe-UEFA-Champions-League,UCL,6,389,4,-,4,6.34
388,Łukasz Teodorczyk,2016/2017,Anderlecht,Europe-UEFA-Europa-League,UEL,11,674,12,-,12,6.93
389,Łukasz Teodorczyk,2015/2016,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,4,97,1,1,2,6.1
390,Łukasz Teodorczyk,2014/2015,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,6,316,3,-,3,6.68
391,Šime Vrsaljko,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,21,1697,12,11,23,7.09
392,Šime Vrsaljko,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,4,146,1,-,1,6.13
393,Šime Vrsaljko,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,1,90,-,-,-,7.02
394,Šime Vrsaljko,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,14,924,3,9,12,6.95
395,Šime Vrsaljko,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,5,450,7,8,15,7.63
396,Šime Vrsaljko,2015/2016,Sassuolo,Italy-Serie-A,ISA,35,3062,17,25,42,7.17
397,Šime Vrsaljko,2014/2015,Sassuolo,Italy-Serie-A,ISA,21,1574,18,7,25,6.86
398,Šime Vrsaljko,2016,Croatia,International-European-Championship,UEC,2,91,1,-,1,5.83
399,Šime Vrsaljko,2013/2014,Genoa,Italy-Serie-A,ISA,22,1799,12,15,27,7.02
400,Šime Vrsaljko,2014,Croatia,International-FIFA-World-Cup,WC,2,148,3,-,3,6.77
401,Šime Vrsaljko,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,4,360,-,-,-,6.6
402,Šime Vrsaljko,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,2,180,1,2,3,5.93
403,Neymar,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,7,630,33,51,84,9.11
404,Neymar,2017/2018,Paris Saint G..,France-Ligue-1,FL1,20,1788,70,142,212,8.95
405,Neymar,2016/2017,Barcelona,Spain-La-Liga,SLL,30,2652,103,168,271,8.52
406,Neymar,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,9,797,47,50,97,8.24
407,Neymar,2015/2016,Barcelona,Spain-La-Liga,SLL,34,3057,104,143,247,8.43
408,Neymar,2015/2016,Barcelona,Europe-UEFA-Champions-League,UCL,9,810,40,46,86,8.24
409,Neymar,2015,Brazil,International-Copa-America,ICA,2,180,10,13,23,7.56
410,Neymar,2014/2015,Barcelona,Spain-La-Liga,SLL,33,2573,97,104,201,7.96
411,Neymar,2014/2015,Barcelona,Europe-UEFA-Champions-League,UCL,12,1027,44,37,81,7.92
412,Neymar,2013/2014,Barcelona,Spain-La-Liga,SLL,26,1742,90,78,168,7.51
413,Neymar,2013/2014,Barcelona,Europe-UEFA-Champions-League,UCL,10,774,24,42,66,7.68
414,Neymar,2014,Brazil,International-FIFA-World-Cup,WC,5,428,22,15,37,8.09
415,Neymar,2013,Santos FC,Brazil-Brasileirão,BSA,1,90,6,2,8,7.39
416,Neymar,2013,Brazil,International-Confederations-Cup,ICC,5,413,15,15,30,8.29
417,Christian Eriksen,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,6,535,6,4,10,7.08
418,Christian Eriksen,2017/2018,Tottenham,England-Premier-League,EPL,37,3226,24,29,53,7.4
419,Christian Eriksen,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,6,451,6,6,12,7.04
420,Christian Eriksen,2016/2017,Tottenham,England-Premier-League,EPL,36,3167,35,27,62,7.53
421,Christian Eriksen,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,100,1,1,2,7.39
422,Christian Eriksen,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,7,574,10,6,16,6.94
423,Christian Eriksen,2015/2016,Tottenham,England-Premier-League,EPL,35,2942,31,35,66,7.45
424,Christian Eriksen,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,4,257,2,5,7,6.57
425,Christian Eriksen,2014/2015,Tottenham,England-Premier-League,EPL,38,3142,31,46,77,7.09
426,Christian Eriksen,2013/2014,Tottenham,Europe-UEFA-Europa-League,UEL,9,455,5,1,6,6.91
427,Christian Eriksen,2013/2014,Tottenham,England-Premier-League,EPL,25,1984,29,25,54,7.22
428,Christian Eriksen,2013/2014,Ajax,Netherlands-Eredivisie,NE,4,360,5,2,7,8.02
429,Christian Eriksen,2012/2013,Ajax,Europe-UEFA-Europa-League,UEL,2,180,6,2,8,7.24
430,Christian Eriksen,2012/2013,Ajax,Europe-UEFA-Champions-League,UCL,6,540,4,6,10,7.25
431,Christian Eriksen,2012,Denmark,International-European-Championship,UEC,3,254,1,-,1,6.16
432,Christian Eriksen,2011/2012,Ajax,Europe-UEFA-Champions-League,UCL,6,530,4,6,10,7.27
433,Christian Eriksen,2010/2011,Ajax,Europe-UEFA-Champions-League,UCL,4,105,1,1,2,6.29
434,James Rodríguez,2017/2018,Bayern Munich,Germany-Bundesliga,GB,23,1627,34,20,54,7.63
435,James Rodríguez,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,779,7,10,17,7.05
436,James Rodríguez,2016/2017,Real Madrid,Spain-La-Liga,SLL,22,1180,8,13,21,7.27
437,James Rodríguez,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,6,318,3,2,5,6.81
438,James Rodríguez,2015/2016,Real Madrid,Spain-La-Liga,SLL,26,1518,25,19,44,7.32
439,James Rodríguez,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,5,265,2,2,4,7.09
440,James Rodríguez,2015,Colombia,International-Copa-America,ICA,4,360,6,9,15,6.86
441,James Rodríguez,2014/2015,Real Madrid,Spain-La-Liga,SLL,29,2290,34,30,64,7.85
442,James Rodríguez,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,9,705,10,5,15,7.33
443,James Rodríguez,2013/2014,Monaco,France-Ligue-1,FL1,34,2644,44,45,89,7.44
444,James Rodríguez,2014,Colombia,International-FIFA-World-Cup,WC,5,400,8,11,19,7.76
445,James Rodríguez,2012/2013,FC Porto,Europe-UEFA-Champions-League,UCL,8,615,14,10,24,7.17
446,James Rodríguez,2011/2012,FC Porto,Europe-UEFA-Champions-League,UCL,6,407,10,8,18,7.0
447,Sadio Mané,2017/2018,Liverpool,Europe-UEFA-Champions-League,UCL,11,940,23,38,61,8.12
448,Sadio Mané,2017/2018,Liverpool,England-Premier-League,EPL,29,2207,31,55,86,7.27
449,Sadio Mané,2016/2017,Liverpool,England-Premier-League,EPL,27,2248,56,68,124,7.51
450,Sadio Mané,2015/2016,Southampton,England-Premier-League,EPL,37,2608,63,77,140,7.14
451,Sadio Mané,2015,Senegal,International-Africa-Cup-of-Nations,ACoN,2,156,2,6,8,6.62
452,Sadio Mané,2014/2015,Southampton,England-Premier-League,EPL,30,2135,41,59,100,7.07
453,Sadio Mané,2013/2014,Salzburg,Europe-UEFA-Europa-League,UEL,9,714,21,38,59,8.01
454,Ferjani Sassi,2015,Tunisia,International-Africa-Cup-of-Nations,ACoN,3,196,2,1,3,6.63
455,Ferjani Sassi,2014/2015,Metz,France-Ligue-1,FL1,13,953,6,20,26,6.75
456,Santiago Arias,2017/2018,PSV Eindhoven,Netherlands-Eredivisie,NE,30,2664,13,23,36,7.25
457,Santiago Arias,2016/2017,PSV Eindhoven,Europe-UEFA-Champions-League,UCL,4,332,2,2,4,6.91
458,Santiago Arias,2016/2017,PSV Eindhoven,Netherlands-Eredivisie,NE,28,2509,12,23,35,7.37
459,Santiago Arias,2015/2016,PSV Eindhoven,Europe-UEFA-Champions-League,UCL,6,530,5,9,14,7.04
460,Santiago Arias,2015/2016,PSV Eindhoven,Netherlands-Eredivisie,NE,32,2847,13,31,44,7.38
461,Santiago Arias,2015,Colombia,International-Copa-America,ICA,2,180,-,1,1,7.08
462,Santiago Arias,2014/2015,PSV Eindhoven,Europe-UEFA-Europa-League,UEL,4,344,3,2,5,6.73
463,Santiago Arias,2014/2015,PSV Eindhoven,Netherlands-Eredivisie,NE,21,1726,8,23,31,7.31
464,Santiago Arias,2013/2014,PSV Eindhoven,Europe-UEFA-Europa-League,UEL,6,540,4,1,5,7.09
465,Santiago Arias,2013/2014,PSV Eindhoven,Netherlands-Eredivisie,NE,25,2181,15,26,41,7.14
466,Santiago Arias,2014,Colombia,International-FIFA-World-Cup,WC,3,124,-,1,1,6.35
467,Marcin Kamiński,2017/2018,VfB Stuttgart,Germany-Bundesliga,GB,23,1135,1,-,1,6.47
468,Marcin Kamiński,2016/2017,VfB Stuttgart,Germany-Bundesliga-II,GB2,23,2021,-,3,3,6.88
469,Marcin Kamiński,2015/2016,Lech Poznan,Europe-UEFA-Europa-League,UEL,5,450,-,1,1,6.79
470,Daler Kuzyayev,2017/2018,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,7,540,3,6,9,7.05
471,Daler Kuzyayev,2017/2018,Zenit St. Pet..,Russia-Premier-League,RPL,26,1997,14,23,37,7.08
472,Daler Kuzyayev,2016/2017,FK Akhmat,Russia-Premier-League,RPL,27,2396,7,13,20,6.87
473,Daler Kuzyayev,2015/2016,FK Akhmat,Russia-Premier-League,RPL,21,1652,9,9,18,7.0
474,Daler Kuzyayev,2014/2015,FK Akhmat,Russia-Premier-League,RPL,21,1203,4,3,7,6.51
475,Daler Kuzyayev,2013/2014,FK Akhmat,Russia-Premier-League,RPL,1,10,-,-,-,6.13
476,Guillermo Varela,2016/2017,Eintracht Fra..,Germany-Bundesliga,GB,7,431,3,6,9,6.64
477,Guillermo Varela,2015/2016,Manchester Un..,Europe-UEFA-Europa-League,UEL,3,226,1,5,6,7.1
478,Guillermo Varela,2015/2016,Manchester Un..,Europe-UEFA-Champions-League,UCL,1,90,1,3,4,7.11
479,Guillermo Varela,2015/2016,Manchester Un..,England-Premier-League,EPL,4,315,5,4,9,6.83
480,Diego Laxalt,2017/2018,Genoa,Italy-Serie-A,ISA,32,2810,37,41,78,6.77
