,Player,Season,Team,Tournament-fullname,Tournament,Country,Position,DoB(Age),Caps,Goals,Club,Club-Country,Apps,Mins,Total_Aerial_Duels,Won,Lost,Rating,Total_Shots,OutOfBox,SixYardBox,PenaltyArea,Total_Goals,SixYardBox_Goals,PenaltyArea_Goals,OutOfBox_Goals,Unsuccessful,Successful,Total_Dribbles,UnsuccessfulTouches,Dispossessed,TotalTackles,DribbledPast,TotalAttemptedTackles,Total_Interceptions,Fouled,Fouls,Yellow,Red,CaughtOffside,Total_Clearances,ShotsBlocked,CrossesBlocked,PassesBlocked,Total_Saves,Saves_In_SixYardBox,Saves_In_PenaltyArea,Saves_From_OutOfBox,Total_Passes,AccLB,InAccLB,AccSP,InAccSP,Total_Key_Passes,Long,Short,Cross,Corner,Throughball,Freekick,Throwin,Other,Total_Assists,Captain_Flag,Age,Chetan_Flag,Deshbhakti_Flag
898,Thiago Silva,2017/2018,Paris Saint G..,France-Ligue-1,FL1,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,25,2117,72.0,48.0,24.0,7.08,11.0,1.0,2.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,30.0,9.0,39.0,19.0,12.0,24.0,5.0,0.0,0.0,107.0,18.0,7.0,10.0,0.0,0.0,0.0,0.0,1712.0,102.0,27.0,1543.0,40.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
899,Thiago Silva,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,7,586,24.0,16.0,8.0,6.88,6.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0,2.0,14.0,12.0,4.0,7.0,0.0,0.0,0.0,34.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,427.0,17.0,5.0,393.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
900,Thiago Silva,2016/2017,Paris Saint G..,France-Ligue-1,FL1,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,27,2386,80.0,60.0,20.0,7.38,22.0,1.0,8.0,13.0,3.0,3.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,32.0,7.0,39.0,52.0,25.0,14.0,1.0,0.0,2.0,112.0,24.0,3.0,2.0,0.0,0.0,0.0,0.0,2151.0,133.0,55.0,1886.0,77.0,12.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,33.0,0.0,0.0
901,Thiago Silva,2015/2016,Paris Saint G..,Europe-UEFA-Champions-League,UCL,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,9,810,30.0,23.0,7.0,7.42,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,20.0,3.0,23.0,27.0,15.0,9.0,1.0,0.0,0.0,55.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,603.0,26.0,15.0,537.0,25.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
902,Thiago Silva,2015/2016,Paris Saint G..,France-Ligue-1,FL1,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,30,2622,104.0,73.0,31.0,7.65,15.0,0.0,3.0,12.0,1.0,0.0,1.0,0.0,2.0,16.0,18.0,3.0,3.0,52.0,15.0,67.0,94.0,24.0,19.0,3.0,0.0,0.0,145.0,20.0,15.0,14.0,0.0,0.0,0.0,0.0,2417.0,111.0,71.0,2176.0,59.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,33.0,0.0,0.0
903,Thiago Silva,2015,Brazil,International-Copa-America,ICA,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,3,270,20.0,16.0,4.0,7.46,3.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,7.0,5.0,3.0,1.0,0.0,0.0,23.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,142.0,10.0,9.0,113.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
904,Thiago Silva,2014/2015,Paris Saint G..,Europe-UEFA-Champions-League,UCL,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,6,471,16.0,10.0,6.0,6.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,6.0,1.0,7.0,10.0,2.0,7.0,0.0,0.0,0.0,15.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,329.0,17.0,10.0,290.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
905,Thiago Silva,2014/2015,Paris Saint G..,France-Ligue-1,FL1,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,26,2309,108.0,90.0,18.0,7.53,11.0,0.0,2.0,9.0,1.0,0.0,1.0,0.0,3.0,4.0,7.0,4.0,3.0,63.0,6.0,69.0,73.0,25.0,13.0,1.0,0.0,0.0,172.0,16.0,6.0,14.0,0.0,0.0,0.0,0.0,1646.0,115.0,81.0,1386.0,64.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
906,Thiago Silva,2013/2014,Paris Saint G..,Europe-UEFA-Champions-League,UCL,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,7,568,14.0,9.0,5.0,7.12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,13.0,2.0,15.0,19.0,4.0,2.0,0.0,0.0,0.0,33.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,391.0,33.0,15.0,321.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
907,Thiago Silva,2013/2014,Paris Saint G..,France-Ligue-1,FL1,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,28,2386,93.0,71.0,22.0,7.42,24.0,2.0,2.0,20.0,5.0,2.0,3.0,0.0,1.0,8.0,9.0,9.0,9.0,32.0,11.0,43.0,63.0,26.0,16.0,1.0,0.0,0.0,143.0,23.0,8.0,6.0,0.0,0.0,0.0,0.0,1856.0,198.0,52.0,1522.0,84.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
908,Thiago Silva,2014,Brazil,International-FIFA-World-Cup,WC,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,6,540,20.0,14.0,6.0,7.11,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,10.0,10.0,6.0,5.0,3.0,0.0,0.0,46.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,261.0,33.0,18.0,194.0,16.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
909,Thiago Silva,2013,Brazil,International-Confederations-Cup,ICC,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,5,450,3.0,1.0,2.0,6.8,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,8.0,8.0,9.0,6.0,1.0,0.0,0.0,18.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,246.0,23.0,12.0,192.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
910,Thiago Silva,2012/2013,Paris Saint G..,Europe-UEFA-Champions-League,UCL,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,9,801,18.0,14.0,4.0,7.57,6.0,0.0,1.0,5.0,2.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,18.0,1.0,19.0,35.0,6.0,9.0,3.0,0.0,0.0,51.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,342.0,46.0,16.0,249.0,31.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
911,Thiago Silva,2012/2013,Paris Saint G..,France-Ligue-1,FL1,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,22,1900,62.0,46.0,16.0,7.39,13.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,5.0,43.0,6.0,49.0,62.0,26.0,14.0,2.0,1.0,0.0,138.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,1110.0,108.0,53.0,886.0,63.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
912,Thiago Silva,2011/2012,AC Milan,Italy-Serie-A,ISA,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,27,2296,56.0,44.0,12.0,7.46,18.0,10.0,0.0,8.0,2.0,0.0,1.0,1.0,1.0,10.0,11.0,3.0,8.0,34.0,6.0,40.0,91.0,25.0,20.0,2.0,0.0,1.0,187.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,1625.0,294.0,55.0,1184.0,92.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
913,Thiago Silva,2011/2012,AC Milan,Europe-UEFA-Champions-League,UCL,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,7,590,9.0,8.0,1.0,7.19,4.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,16.0,1.0,17.0,23.0,2.0,6.0,0.0,0.0,1.0,42.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,346.0,51.0,14.0,245.0,36.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
914,Thiago Silva,2010/2011,AC Milan,Italy-Serie-A,ISA,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,33,2898,62.0,43.0,19.0,7.48,21.0,13.0,2.0,6.0,1.0,1.0,0.0,0.0,2.0,8.0,10.0,8.0,8.0,69.0,13.0,82.0,74.0,27.0,26.0,1.0,0.0,0.0,251.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,1981.0,349.0,58.0,1471.0,103.0,9.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
915,Thiago Silva,2010/2011,AC Milan,Europe-UEFA-Champions-League,UCL,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,6,540,8.0,4.0,4.0,7.42,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,12.0,3.0,15.0,26.0,15.0,6.0,0.0,0.0,0.0,31.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,364.0,51.0,18.0,265.0,30.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
916,Thiago Silva,2009/2010,AC Milan,Italy-Serie-A,ISA,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,33,2921,68.0,49.0,19.0,7.44,14.0,6.0,2.0,7.0,3.0,1.0,2.0,0.0,5.0,10.0,15.0,0.0,10.0,70.0,9.0,79.0,90.0,39.0,41.0,3.0,0.0,0.0,245.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0,1625.0,226.0,66.0,1246.0,87.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
917,Thiago Silva,2009/2010,AC Milan,Europe-UEFA-Champions-League,UCL,Brazil,DF,22 September 1984 (aged 33),69.0,5.0,Paris Saint-Germain,France,7,561,11.0,9.0,2.0,7.1,5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,3.0,8.0,2.0,10.0,20.0,8.0,4.0,0.0,0.0,0.0,60.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,273.0,40.0,14.0,196.0,23.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
918,Andreas Granqvist,2017/2018,FC Krasnodar,Russia-Premier-League,RPL,Sweden,DF,16 April 1985 (aged 33),70.0,6.0,Krasnodar,Russia,29,2610,121.0,81.0,40.0,7.16,9.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,1.0,18.0,19.0,10.0,4.0,40.0,5.0,45.0,62.0,27.0,40.0,6.0,0.0,4.0,115.0,33.0,6.0,15.0,0.0,0.0,0.0,0.0,1832.0,126.0,102.0,1468.0,136.0,11.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,33.0,0.0,0.0
919,Andreas Granqvist,2016/2017,FC Krasnodar,Russia-Premier-League,RPL,Sweden,DF,16 April 1985 (aged 33),70.0,6.0,Krasnodar,Russia,29,2610,102.0,66.0,36.0,7.12,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,9.0,2.0,38.0,12.0,50.0,80.0,25.0,33.0,1.0,0.0,0.0,111.0,22.0,5.0,12.0,0.0,0.0,0.0,0.0,1759.0,145.0,82.0,1390.0,142.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,33.0,0.0,0.0
920,Andreas Granqvist,2016/2017,FC Krasnodar,Europe-UEFA-Europa-League,UEL,Sweden,DF,16 April 1985 (aged 33),70.0,6.0,Krasnodar,Russia,9,781,38.0,20.0,18.0,6.74,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,6.0,0.0,7.0,3.0,10.0,29.0,7.0,17.0,3.0,1.0,0.0,45.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,442.0,25.0,38.0,331.0,48.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
921,Andreas Granqvist,2015/2016,FC Krasnodar,Russia-Premier-League,RPL,Sweden,DF,16 April 1985 (aged 33),70.0,6.0,Krasnodar,Russia,29,2533,114.0,77.0,37.0,7.3,8.0,0.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,8.0,8.0,6.0,4.0,32.0,5.0,37.0,106.0,19.0,22.0,3.0,0.0,2.0,133.0,25.0,4.0,11.0,0.0,0.0,0.0,0.0,1585.0,130.0,61.0,1286.0,108.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
922,Andreas Granqvist,2015/2016,FC Krasnodar,Europe-UEFA-Europa-League,UEL,Sweden,DF,16 April 1985 (aged 33),70.0,6.0,Krasnodar,Russia,8,720,31.0,19.0,12.0,7.23,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,11.0,2.0,13.0,38.0,10.0,5.0,1.0,0.0,1.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,30.0,26.0,278.0,26.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
923,Andreas Granqvist,2014/2015,FC Krasnodar,Europe-UEFA-Europa-League,UEL,Sweden,DF,16 April 1985 (aged 33),70.0,6.0,Krasnodar,Russia,5,450,24.0,16.0,8.0,6.9,3.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,15.0,0.0,15.0,11.0,1.0,7.0,2.0,0.0,0.0,23.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,211.0,18.0,16.0,155.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
924,Andreas Granqvist,2014/2015,FC Krasnodar,Russia-Premier-League,RPL,Sweden,DF,16 April 1985 (aged 33),70.0,6.0,Krasnodar,Russia,27,2430,114.0,76.0,38.0,7.28,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,7.0,9.0,3.0,1.0,48.0,12.0,60.0,91.0,23.0,33.0,5.0,0.0,0.0,182.0,16.0,6.0,16.0,0.0,0.0,0.0,0.0,1259.0,84.0,91.0,969.0,115.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
925,Andreas Granqvist,2016,Sweden,International-European-Championship,UEC,Sweden,DF,16 April 1985 (aged 33),70.0,6.0,Krasnodar,Russia,3,270,22.0,17.0,5.0,7.31,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,7.0,7.0,6.0,0.0,0.0,0.0,28.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,151.0,15.0,12.0,105.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
926,Andreas Granqvist,2013/2014,FC Krasnodar,Russia-Premier-League,RPL,Sweden,DF,16 April 1985 (aged 33),70.0,6.0,Krasnodar,Russia,20,1714,122.0,86.0,36.0,7.18,4.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,4.0,4.0,8.0,6.0,5.0,26.0,8.0,34.0,40.0,12.0,21.0,5.0,1.0,0.0,165.0,9.0,6.0,5.0,0.0,0.0,0.0,0.0,764.0,57.0,26.0,557.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
927,Andreas Granqvist,2012/2013,Genoa,Italy-Serie-A,ISA,Sweden,DF,16 April 1985 (aged 33),70.0,6.0,Krasnodar,Russia,35,2951,132.0,87.0,45.0,7.1,10.0,0.0,1.0,9.0,1.0,1.0,0.0,0.0,4.0,11.0,15.0,10.0,8.0,87.0,27.0,114.0,56.0,24.0,60.0,7.0,0.0,1.0,291.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,1327.0,111.0,86.0,982.0,148.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,33.0,0.0,0.0
928,Andreas Granqvist,2012,Sweden,International-European-Championship,UEC,Sweden,DF,16 April 1985 (aged 33),70.0,6.0,Krasnodar,Russia,3,247,8.0,5.0,3.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,7.0,1.0,1.0,7.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,105.0,7.0,7.0,73.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0
929,Andreas Granqvist,2011/2012,Genoa,Italy-Serie-A,ISA,Sweden,DF,16 April 1985 (aged 33),70.0,6.0,Krasnodar,Russia,28,2344,67.0,43.0,24.0,7.03,6.0,0.0,1.0,6.0,2.0,0.0,2.0,0.0,1.0,12.0,13.0,7.0,3.0,58.0,15.0,73.0,72.0,30.0,35.0,3.0,0.0,3.0,246.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,902.0,62.0,44.0,698.0,98.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,33.0,0.0,0.0
930,Sebastian Larsson,2017/2018,Hull,England-Championship,EC,Sweden,MF,6 June 1985 (aged 33),98.0,6.0,Hull City,England,40,3246,56.0,20.0,36.0,6.7,35.0,31.0,0.0,4.0,2.0,0.0,1.0,1.0,5.0,14.0,19.0,30.0,12.0,70.0,57.0,127.0,39.0,24.0,52.0,13.0,0.0,0.0,37.0,11.0,11.0,39.0,0.0,0.0,0.0,0.0,1806.0,156.0,170.0,1276.0,204.0,44.0,6.0,38.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,33.0,0.0,0.0
931,Sebastian Larsson,2016/2017,Sunderland,England-Premier-League,EPL,Sweden,MF,6 June 1985 (aged 33),98.0,6.0,Hull City,England,21,1471,27.0,14.0,13.0,6.46,16.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,10.0,15.0,37.0,21.0,58.0,13.0,9.0,30.0,4.0,1.0,0.0,32.0,9.0,4.0,12.0,0.0,0.0,0.0,0.0,642.0,50.0,47.0,464.0,81.0,23.0,12.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,0.0,0.0
932,Sebastian Larsson,2015/2016,Sunderland,England-Premier-League,EPL,Sweden,MF,6 June 1985 (aged 33),98.0,6.0,Hull City,England,18,548,13.0,6.0,7.0,6.29,7.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,12.0,17.0,29.0,10.0,6.0,9.0,2.0,0.0,0.0,11.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,236.0,10.0,16.0,168.0,42.0,7.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,0.0
933,Sebastian Larsson,2014/2015,Sunderland,England-Premier-League,EPL,Sweden,MF,6 June 1985 (aged 33),98.0,6.0,Hull City,England,36,3061,51.0,20.0,31.0,7.01,45.0,35.0,1.0,9.0,3.0,0.0,1.0,2.0,10.0,21.0,31.0,26.0,31.0,85.0,50.0,135.0,39.0,50.0,51.0,10.0,0.0,3.0,45.0,15.0,14.0,25.0,0.0,0.0,0.0,0.0,1387.0,91.0,110.0,1043.0,143.0,58.0,26.0,32.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,33.0,0.0,0.0
934,Sebastian Larsson,2016,Sweden,International-European-Championship,UEC,Sweden,MF,6 June 1985 (aged 33),98.0,6.0,Hull City,England,3,250,6.0,3.0,3.0,6.53,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,89.0,5.0,3.0,66.0,15.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
935,Sebastian Larsson,2013/2014,Sunderland,England-Premier-League,EPL,Sweden,MF,6 June 1985 (aged 33),98.0,6.0,Hull City,England,31,2220,31.0,13.0,18.0,6.72,33.0,25.0,1.0,7.0,1.0,0.0,1.0,0.0,2.0,3.0,5.0,18.0,20.0,60.0,32.0,92.0,27.0,17.0,37.0,6.0,0.0,1.0,20.0,7.0,8.0,15.0,0.0,0.0,0.0,0.0,1039.0,68.0,56.0,778.0,137.0,49.0,22.0,27.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,33.0,0.0,0.0
936,Sebastian Larsson,2012/2013,Sunderland,England-Premier-League,EPL,Sweden,MF,6 June 1985 (aged 33),98.0,6.0,Hull City,England,38,3001,41.0,16.0,25.0,6.82,30.0,24.0,0.0,6.0,1.0,0.0,0.0,1.0,6.0,10.0,16.0,12.0,18.0,79.0,38.0,117.0,50.0,16.0,52.0,5.0,0.0,3.0,47.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,1262.0,85.0,44.0,970.0,163.0,39.0,15.0,24.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,33.0,0.0,0.0
937,Sebastian Larsson,2012,Sweden,International-European-Championship,UEC,Sweden,MF,6 June 1985 (aged 33),98.0,6.0,Hull City,England,3,248,2.0,0.0,2.0,7.38,5.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,7.0,6.0,3.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,4.0,4.0,77.0,17.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,33.0,0.0,0.0
938,Sebastian Larsson,2011/2012,Sunderland,England-Premier-League,EPL,Sweden,MF,6 June 1985 (aged 33),98.0,6.0,Hull City,England,32,2710,27.0,9.0,18.0,7.1,35.0,19.0,2.0,14.0,7.0,1.0,2.0,4.0,7.0,12.0,19.0,24.0,30.0,80.0,38.0,118.0,47.0,15.0,33.0,6.0,0.0,3.0,28.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,981.0,45.0,67.0,682.0,187.0,54.0,21.0,33.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,33.0,0.0,0.0
939,Sebastian Larsson,2010/2011,Birmingham,England-Premier-League,EPL,Sweden,MF,6 June 1985 (aged 33),98.0,6.0,Hull City,England,35,2833,39.0,10.0,29.0,6.94,41.0,32.0,0.0,9.0,4.0,0.0,4.0,0.0,11.0,10.0,21.0,37.0,28.0,68.0,34.0,102.0,39.0,23.0,34.0,5.0,0.0,4.0,38.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,1172.0,68.0,92.0,826.0,186.0,63.0,39.0,24.0,5.0,1.0,0.0,2.0,0.0,1.0,6.0,0.0,33.0,0.0,0.0
940,Sebastian Larsson,2009/2010,Birmingham,England-Premier-League,EPL,Sweden,MF,6 June 1985 (aged 33),98.0,6.0,Hull City,England,33,2382,58.0,20.0,38.0,6.92,40.0,27.0,0.0,13.0,4.0,0.0,1.0,3.0,12.0,17.0,29.0,0.0,36.0,57.0,25.0,82.0,60.0,23.0,38.0,3.0,0.0,3.0,29.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,845.0,34.0,63.0,563.0,185.0,33.0,18.0,15.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,33.0,0.0,0.0
941,Adolfo Machado,2018,Houston Dynam..,USA-Major-League-Soccer,UMLS,Panama,DF,14 February 1985 (aged 33),74.0,1.0,Houston Dynamo,United States,10,875,48.0,15.0,33.0,6.79,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,1.0,21.0,7.0,28.0,17.0,3.0,18.0,2.0,0.0,0.0,44.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,370.0,28.0,28.0,262.0,52.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
942,Adolfo Machado,2017,Houston Dynam..,USA-Major-League-Soccer,UMLS,Panama,DF,14 February 1985 (aged 33),74.0,1.0,Houston Dynamo,United States,38,3420,93.0,59.0,34.0,6.93,11.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,12.0,4.0,78.0,16.0,94.0,94.0,11.0,35.0,6.0,0.0,0.0,211.0,23.0,3.0,23.0,0.0,0.0,0.0,0.0,1131.0,100.0,126.0,785.0,120.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,33.0,0.0,0.0
